Class Index,Title,Description,desc_length,clean_desc
2,Mourinho Fumes At Referee,Chelsea manager Jose Mourinho fired a broadside at referee Rob Styles for his decision not to award a penalty when Didier Drogba was brought down under a challenge from Ulises de la Cruz.,33,chelsea manag jose mourinho fire broadsid refere rob style decis award penalti didier drogba brought challeng ulis de la cruz
3,U.S. Supreme Court Terms Begins," WASHINGTON (Reuters) - The U.S. Supreme Court opened its  new term on Monday, with two hours of arguments on federal  sentencing rules and the rejection of some 1,800 appeals,  including a challenge by telemarketers to the government's  popular do-not-call list.",40,washington reuter us suprem court open new term monday two hour argument feder sentenc rule reject 1800 appeal includ challeng telemarket govern popular donotcal list
4,"MSN, PayPal battle Net woes",The Net's a lonelier place for users of PayPal and MSN Instant Messenger. Blame a software glitch and a suspected virus.,21,net loneli place user paypal msn instant messeng blame softwar glitch suspect viru
1,"Martin meets with cabinet ministers, diplomats over tsunami aid (Canadian Press)",Canadian Press - OTTAWA (CP) - Prime Minister Paul Martin met with key cabinet ministers and diplomats Sunday to talk about Ottawa's response to the tsunami crisis that has devastated south Asia.,32,canadian press ottawa cp prime minist paul martin met key cabinet minist diplomat sunday talk ottawa respons tsunami crisi devast south asia
3,"Updates: AIG, Time Warner, CalPERS","American International Group, Inc. reported that AIG Financial Products Corp., a subsidiary, has reached an \$80 million settlement with the Department of Justice concerning charges that stemmed from structured ",29,american intern group inc report aig financi product corp subsidiari reach 80 million settlement depart justic concern charg stem structur
3,Cable Operators Seen With Good Financial Results,"Credit Suisse First Boston expects  quot;good financial results quot; from five cable/multiple systems operators (MSOs), with revenue growth ranging from 10 to 13 and growth in earnings before interest, taxes, depreciation and amortization of 10 to 18.",37,credit suiss first boston expect quotgood financi result quot five cablemultipl system oper mso revenu growth rang 10 13 growth earn interest tax depreci amort 10 18
2,Dream Team Beaten by Argentina 89-81,"ATHENS, Greece Aug. 27, 2004 - The US men #39;s basketball team will go home from the Olympics without a gold medal for the first time since it began using NBA players after the Americans were beaten soundly by Argentina 89-81 in the semifinals Friday.",45,athen greec aug 27 2004 us men 39 basketbal team go home olymp without gold medal first time sinc began use nba player american beaten soundli argentina 8981 semifin friday
1,Edwards: Bush Leads by 'Fear and Failure' (AP),"AP - Sen. John Edwards scolded President Bush on Wednesday for invoking the names of Democratic presidents and accused Bush of leading by ""fear and failure.""",26,ap sen john edward scold presid bush wednesday invok name democrat presid accus bush lead fear failur
4,Mobiles take off,ANOTHER haven from annoying ring tones and loud personal conversations is being closed off as researchers work on ways to make mobile phones available on aircraft.,26,anoth annoy ring tone loud person convers close research work way make mobil phone avail aircraft
4,"TiVo, NFL Tackle Tech Discord (Reuters)",Reuters - Television recording\technology company TiVo Inc. and the NFL have reached an\agreement on a potential new technology that the league feared\would endanger its regional schemes and multibillion-dollar TV\contracts.,29,reuter televis recordingtechnolog compani tivo inc nfl reach anagr potenti new technolog leagu fearedwould endang region scheme multibilliondollar tvcontract
4,Edward C. Baig: Personal Tech - OQO pocket-size Windows XP PC clever but could be better (USATODAY.com),"USATODAY.com - I'm guessing the founders of a San Francisco start-up called OQO are bummed that Microsoft long ago snagged the name Pocket PC for its personal digital assistants. Because Pocket PC might be the ideal moniker for OQO's new model 01 ""ultrapersonal computer""- uPC for short.",47,usatodaycom im guess founder san francisco startup call oqo bum microsoft long ago snag name pocket pc person digit assist pocket pc might ideal monik oqo new model 01 ultraperson comput upc short
1,Israelis committed to US plan,"Jerusalem - The United States-backed roadmap is the only viable blueprint for peace with the Palestinians, the Israeli prime minister #39;s office said on Wednesday.",25,jerusalem unit statesback roadmap viabl blueprint peac palestinian isra prime minist 39 offic said wednesday
4,Who do you love?,"Cisco, Dell and Microsoft earn raves in a customer loyalty survey. Apple, HP and Sun? Not so much. NEW YORK (CNN/Money) - Executives at Cisco, Dell, Microsoft and IBM don #39;t need to worry about losing a lot ",38,cisco dell microsoft earn rave custom loyalti survey appl hp sun much new york cnnmoney execut cisco dell microsoft ibm 39t need worri lose lot
3,J.M. Smucker Quarterly Profit Rises," CHICAGO (Reuters) - J.M. Smucker Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SJM.N target=/stocks/quickinfo/fullquote""&gt;SJM.N&lt;/A&gt; on Friday  posted higher quarterly profit as improved sales at its Jif  peanut butter and Smucker's jelly business helped offset higher  raw material costs and a loss on the sale of its Brazilian  unit.",43,chicago reuter jm smucker co lta hrefhttpwwwinvestorreuterscomfullquoteaspxtickersjmn targetstocksquickinfofullquotegtsjmnltagt friday post higher quarterli profit improv sale jif peanut butter smucker jelli busi help offset higher raw materi cost loss sale brazilian unit
1,Philips switches strategy pictures through flat screen disposal (AFP),"AFP - The Dutch electronics group Philips said that it is selling its low-brand flat screens business group to TPV Technology of Taiwan as part of a strategic change of direction, and in line with a trend by big groups to use Asian partners to cut costs.",47,afp dutch electron group philip said sell lowbrand flat screen busi group tpv technolog taiwan part strateg chang direct line trend big group use asian partner cut cost
1,"Hurricane Ivan Threatens Barbados, East Caribbean"," MIAMI (Reuters) - Powerful Hurricane Ivan, the latest in a  busy storm season, rushed over the Atlantic Ocean on Monday and  threatened the eastern Caribbean Windward Islands.",27,miami reuter power hurrican ivan latest busi storm season rush atlant ocean monday threaten eastern caribbean windward island
1,Russian Air Crash Flight Recorders May Not Help," MOSCOW (Reuters) - Investigators examined flight recorders  Thursday from Russia's mystery double air crash in which 89  people died, but one official doubted they would be of any use.",29,moscow reuter investig examin flight record thursday russia mysteri doubl air crash 89 peopl die one offici doubt would use
1,Tribesmen Press for Hostages' Release (AP),"AP - Hundreds of tribesmen gathered Tuesday near the area where suspected al-Qaida-linked militants are holding two Chinese engineers and demanding safe passage to their reputed leader, a former U.S. prisoner from Guantanamo Bay, Cuba, officials and residents said.",39,ap hundr tribesmen gather tuesday near area suspect alqaidalink milit hold two chines engin demand safe passag reput leader former us prison guantanamo bay cuba offici resid said
4,Apple shuts down iPodDownload,IPOD MAKER Apple has come down hard on a man who made an add-in that allowed file-sharing on iPods. iPodDownload #39;s creator has stopped distributing the iPodDownload software after a visit from Apple lawyers who applied pressure.,37,ipod maker appl come hard man made addin allow fileshar ipod ipoddownload 39 creator stop distribut ipoddownload softwar visit appl lawyer appli pressur
